frame,x,y,visible,interpolated,score
0,632.3,229.4,1,0,6.631
1,637.7,211.8,1,0,3.109
2,635.5,196.1,1,1,0.000
3,624.7,180.5,1,0,1.670
4,614.3,175.4,1,0,6.020
5,591.0,151.2,1,0,0.507
6,574.3,118.5,1,0,-71.701
7,574.0,108.4,1,0,-156.146
8,590.5,126.2,1,0,-77.956
9,595.6,134.3,1,1,0.000
10,590.1,130.5,1,1,0.000
11,587.0,129.1,1,1,0.000
12,583.8,127.7,1,1,0.000
13,580.7,126.4,1,1,0.000
14,577.5,125.0,1,0,1.587
15,599.5,116.7,1,0,7.975
16,589.2,124.9,1,1,0.000
17,580.8,131.0,1,1,0.000
18,570.3,131.9,1,0,2.266
19,579.9,148.3,1,0,3.276
20,595.3,168.7,1,0,1.198
21,601.8,183.7,1,1,0.000
22,589.8,180.0,1,1,0.000
23,581.0,179.3,1,1,0.000
24,574.6,180.9,1,0,13.958
25,570.2,187.5,1,0,1.077
26,566.2,198.6,1,1,0.000
27,564.0,209.3,1,0,8.336
28,553.2,216.3,1,0,0.556
29,542.6,225.8,1,0,6.388
30,535.8,241.4,1,0,-52.356
31,538.4,261.6,1,1,0.000
32,537.5,280.2,1,1,0.000
33,535.6,300.2,1,0,6.540
34,528.1,320.3,1,0,7.299
35,512.3,339.3,1,1,0.000
36,506.7,359.3,1,0,7.873
37,506.0,382.4,1,0,4.006
38,498.4,407.7,1,1,0.000
39,491.3,432.1,1,0,8.831
40,494.5,448.6,1,0,2.113
41,497.7,455.1,1,1,0.000
42,490.2,456.0,1,1,0.000
43,484.7,458.4,1,1,0.000
44,479.2,460.8,1,1,0.000
45,473.7,463.2,1,1,0.000
46,468.2,465.6,1,1,0.000
47,462.7,468.0,1,1,0.000
48,457.2,470.4,1,1,0.000
49,451.7,472.7,1,1,0.000
50,446.2,475.1,1,1,0.000
51,440.7,477.5,1,0,11.427
52,,,0,0,
53,444.3,367.5,1,0,0.536
54,458.2,337.8,1,0,-56.100
55,466.8,308.5,1,0,-59.796
56,468.0,278.6,1,1,0.000
57,469.2,252.8,1,0,10.686
58,469.2,231.9,1,1,0.000
59,468.1,215.6,1,1,0.000
60,467.5,197.5,1,0,1.600
61,456.6,200.0,1,0,4.593
62,463.7,191.8,1,0,0.509
63,468.2,185.0,1,0,-20.707
64,470.3,180.4,1,0,-4.222
65,470.0,175.1,1,0,-0.135
66,470.6,171.0,1,0,7.537
67,470.2,169.6,1,0,13.959
68,470.2,169.4,1,0,10.742
69,470.3,169.4,1,0,11.090
70,470.4,169.9,1,0,10.654
71,469.8,171.6,1,0,9.568
72,469.5,173.9,1,0,11.979
73,469.3,177.0,1,0,10.367
