idx,x,y,z
137,0.3770340067608336,-3.870910243376056,1.8674239761826115
138,0.4932698092996052,-3.1455487486391966,1.800185920849405
139,0.6077754171980578,-2.430984414012023,1.7300538549511324
140,0.7206007226287907,-1.726905890838586,1.6570556613136787
141,0.8317934311424774,-1.0330154759259949,1.5812180879622635
142,0.9413991856679496,-0.349028337730455,1.5025668169290725
143,1.049461681831701,0.3253282032861383,1.4211265283643957
144,1.1560227753172247,0.9903153446247075,1.336920960340241
145,1.261122581915711,1.6461834261084864,1.249972964698482
146,1.3647995708583227,2.2931725123166116,1.1603045592623134
147,1.4670906519654114,2.931512936432806,1.0679369767000182
148,1.5680312570989838,3.5614258085438517,0.9728907103033989
149,1.6676554163607031,4.183123491147948,0.8751855569193221
150,1.765995829438202,4.7968100443864765,0.7748406572513683
151,1.8630839324669681,5.402681643290954,0.6718745337292715
152,1.9589499607430507,6.000926969137341,0.5663051261264517
153,2.0536230075929924,6.5917275768198,0.4581498250902603
154,2.147131079681362,7.175258239993521,0.347425503735407
155,2.239501149012689,7.751687275589232,0.23414854743822935
156,2.3307592018633225,8.321176849169015,0.1183348819578801
157,2.420930284859365,8.883883262472537,8.881784197001252e-16
158,2.4903983187163417,9.317393728046376,0.08668895793729478
159,2.5592743743787807,9.747209994598368,0.16741950460825697
160,2.627567722745358,10.173389916531166,0.2422639505021284
161,2.6952872925510967,10.595989212998763,0.3112924657759267
162,2.762441683182069,11.015061547875797,0.3745731750811988
163,2.829039176890483,11.430658605984917,0.43217224810455956
164,2.895087750446858,11.842830165811442,0.48415398606877175
165,2.960595086263688,12.251624168919735,0.5305809044246674
166,3.0255685830225723,12.657086786271119,0.5715138119466917
167,3.0900153658348635,13.059262481630695,0.6070118864314383
168,3.1539422959638443,13.458194072237921,0.6371327471838639
169,3.2173559801346965,13.853922786904821,0.6619325244633504
170,3.280262779456801,14.246488321694988,0.6814659260498451
171,3.342668817981402,14.635928893327083,0.695786301079254
172,3.4045799909161483,15.02228129043712,0.7049457012869786
173,3.4660019725167075,15.405580922825543,0.7089949397889311
174,3.526940223674365,15.785861868807118,0.7079836475204597
175,3.5873999992173093,16.163156920774085,0.701960327445346
176,3.647386354942208,16.537497629076242,0.6909724066393202
177,3.7069041543916157,16.90891434431485,0.6750662863453772
190,3.074803672260199,6.94945729628827,1.8401651535323131
191,3.0559085249653615,6.430841103417361,1.8415732238091251
192,3.0372120695270572,5.917678417342762,1.839063082639067
193,3.0187101779259877,5.409855936081723,1.8326754454668774
194,3.000398860726267,4.907264161358392,1.8224497777636588
195,2.982274261319363,4.409797240616938,1.8084243529981623
196,2.9643326504647898,3.9173528171795517,1.7906363077417708
197,2.9465704211090706,3.429831888042356,1.7691216940828745
198,2.928984083465837,2.9471386688384618,1.7439155295135305
199,2.9115702603411,2.4691804655305365,1.7150518444395666
200,2.8943256826888817,1.9958675524259053,1.6825637274544394
201,2.877247185383395,1.527113056135317,1.6464833685071982
202,2.860331703194914,1.0628328451224447,1.6068421000856947
203,2.843576266957359,0.6029454245154235,1.5636704365277152
204,2.82697799991641,0.14737183587321745,1.5169981115648188
205,2.8105341142477274,-0.30396443837891185,1.4668541141965021
206,2.7942419077355236,-0.7511375661128624,1.4132667229854996
207,2.778098760602403,-1.194219452509282,1.3562635388589541
208,2.762102132481931,-1.6332798231515449,1.295871516494306
209,2.7462495595260044,-2.0683863034200276,1.2321169943635808
210,2.7305386516395367,-2.499604494391878,1.1650257235046586
211,2.7149670898354974,-2.9269980454372404,1.094622895083701
212,2.6995326237037625,-3.350628723692059,1.0209331668084907
213,2.6842330689876395,-3.770556480575134,0.9439806882486822
214,2.6690663052623247,-4.186839515507874,0.8637891251151013
215,2.654030273709888,-4.59953433698423,0.7803816825470458
216,2.639122974985722,-5.00869582113045,0.6937811274531607
217,2.62434246717171,-5.414377267884586,0.6040098099487514
218,2.6096868638116266,-5.816630454919025,0.5110896839294381
219,2.5951543320245833,-6.215505689420747,0.41504232681876524
220,2.5807430906925637,-6.611051857838229,0.31588895852476795
221,2.566451408718343,-7.003316473696396,0.21365045963857393
222,2.5522776033502845,-7.392345723576081,0.10834738890581358
223,2.5382200385707385,-7.778184511347664,8.881784197001252e-16
224,2.5284443101851077,-8.04649948972714,0.0798443772826301
225,2.518716730459121,-8.313492929080411,0.1546078813093034
226,2.509036994538615,-8.579173196757173,0.2243268318151173
227,2.4994048189641345,-8.843548072885397,0.28903665426092395
228,2.4898199412636624,-9.106624761549579,0.34877192044351496
229,2.480282119553464,-9.368409901746475,0.40356638815070833
230,2.4707911321457177,-9.628909578154484,0.4534530399024376
231,2.461346777161642,-9.888129331752111,0.49846412081462327
232,2.451948872148908,-10.146074170318881,0.5386311756181349
233,2.442597253702148,-10.402748578851334,0.5739850848611325
234,2.4332917770854485,-10.658156529924408,0.604556100318933
235,2.4240323158557575,-10.912301494027771,0.6303738796318209
236,2.4148187614862255,-11.165186449904086,0.6514675201874428
237,2.405651022988524,-11.416813894915247,0.667865592261024
238,2.396529026533293,-11.667185855459934,0.679596171423274
239,2.387452715067914,-11.916303897464692,0.6866868702228144
240,2.378422047930891,-12.164169136967887,0.6891648691470387
241,2.3694370004622036,-12.410782250814533,0.68705694686271
337,0.8195160073457854,-16.938302983226542,1.6372431793363993
338,0.863852126503228,-16.34021017705887,1.712818309889703
339,0.9076463577108808,-15.749427421718314,1.7835696654888282
340,0.9509121946350237,-15.165772688085413,1.8495669970759132
341,0.9936626162697461,-14.589070889951826,1.9108774391190366
342,1.0359101118624645,-14.019153547775888,1.9675656412366573
343,1.077666704336502,-13.455858472712817,2.0196938920517464
344,1.118943972318463,-12.899029469466107,2.0673222358335446
345,1.1597530708693908,-12.348516056624911,2.110508582438875
