Frame,X,Y,Visibility,L,Theta
0,0.0,0.0,0,0.0,0.0
1,822.2,200.9,1,0.0,0.0
2,828.0,186.3,1,0.0,0.0
3,833.7,173.0,1,0.0,0.0
4,839.2,161.2,1,0.0,0.0
5,844.6,150.0,1,0.0,0.0
6,850.0,139.6,1,0.0,0.0
7,853.3,131.7,1,0.0,0.0
8,838.2,136.9,1,0.0,0.0
9,823.1,142.2,1,0.0,0.0
10,808.0,147.4,1,0.0,0.0
11,792.9,152.7,1,0.0,0.0
12,777.8,157.9,1,0.0,0.0
13,762.7,163.1,1,0.0,0.0
14,747.6,168.8,1,0.0,0.0
15,732.4,172.8,1,0.0,0.0
16,718.7,173.1,1,0.0,0.0
17,696.0,175.6,1,0.0,0.0
18,670.1,186.7,1,0.0,0.0
19,646.8,205.1,1,0.0,0.0
20,631.5,225.7,1,0.0,0.0
21,618.4,240.1,1,0.0,0.0
22,602.1,247.5,1,0.0,0.0
23,584.4,259.7,1,0.0,0.0
24,562.7,283.6,1,0.0,0.0
25,542.0,312.0,1,0.0,0.0
26,515.9,337.3,1,0.0,0.0
27,499.3,363.9,1,0.0,0.0
28,485.4,389.8,1,0.0,0.0
29,468.1,414.2,1,0.0,0.0
30,441.6,435.0,1,0.0,0.0
31,416.8,453.7,1,0.0,0.0
32,391.7,470.1,1,0.0,0.0
33,366.8,487.4,1,0.0,0.0
34,384.2,451.5,1,0.0,0.0
35,401.6,415.6,1,0.0,0.0
36,419.0,379.6,1,0.0,0.0
37,0.0,0.0,0,0.0,0.0
38,485.3,317.1,1,0.0,0.0
39,505.6,293.5,1,0.0,0.0
40,526.0,272.1,1,0.0,0.0
41,544.6,250.9,1,0.0,0.0
42,564.9,235.9,1,0.0,0.0
43,589.0,227.5,1,0.0,0.0
44,601.2,217.5,1,0.0,0.0
45,615.6,207.5,1,0.0,0.0
46,630.0,197.5,1,0.0,0.0
47,644.5,186.5,1,0.0,0.0
48,658.4,180.5,1,0.0,0.0
49,672.0,177.7,1,0.0,0.0
50,674.8,171.3,1,0.0,0.0
51,694.5,176.5,1,0.0,0.0
52,718.8,158.1,1,0.0,0.0
53,743.2,139.7,1,0.0,0.0
54,767.6,121.2,1,0.0,0.0
55,0.0,0.0,0,0.0,0.0
56,707.5,176.3,1,0.0,0.0
57,735.0,177.5,1,0.0,0.0
58,742.5,200.0,1,0.0,0.0
59,743.7,187.5,1,0.0,0.0
60,745.0,175.0,1,0.0,0.0
61,746.2,162.5,1,0.0,0.0
62,747.6,149.2,1,0.0,0.0
63,748.4,139.1,1,0.0,0.0
64,748.5,133.3,1,0.0,0.0
65,748.1,130.6,1,0.0,0.0
66,748.7,126.8,1,0.0,0.0
67,745.2,124.1,1,0.0,0.0
68,738.7,124.8,1,0.0,0.0
69,731.4,129.1,1,0.0,0.0
70,727.7,132.8,1,0.0,0.0
71,726.5,135.2,1,0.0,0.0
72,725.1,138.2,1,0.0,0.0
73,721.9,144.2,1,0.0,0.0
74,712.9,148.2,1,0.0,0.0
75,703.5,152.2,1,0.0,0.0
76,693.5,156.5,1,0.0,0.0
77,694.0,170.6,1,0.0,0.0
78,696.2,188.5,1,0.0,0.0
79,695.8,206.9,1,0.0,0.0
80,688.3,219.9,1,0.0,0.0
81,681.8,236.8,1,0.0,0.0
82,672.3,248.1,1,0.0,0.0
83,660.7,260.6,1,0.0,0.0
84,650.1,277.3,1,0.0,0.0
85,641.9,301.9,1,0.0,0.0
86,639.1,326.8,1,0.0,0.0
87,638.0,357.0,1,0.0,0.0
88,633.9,380.5,1,0.0,0.0
89,624.0,390.9,1,0.0,0.0
90,614.1,393.1,1,0.0,0.0
91,604.3,397.4,1,0.0,0.0
92,594.6,401.7,1,0.0,0.0
93,584.9,406.0,1,0.0,0.0
94,575.2,410.3,1,0.0,0.0
95,565.4,414.6,1,0.0,0.0
96,555.7,418.9,1,0.0,0.0
97,544.5,422.4,1,0.0,0.0
98,540.8,429.8,1,0.0,0.0
99,542.1,439.8,1,0.0,0.0
100,0.0,0.0,0,0.0,0.0
101,0.0,0.0,0,0.0,0.0
102,619.9,335.7,1,0.0,0.0
103,641.8,311.7,1,0.0,0.0
104,662.6,290.8,1,0.0,0.0
105,682.5,273.3,1,0.0,0.0
106,700.4,260.5,1,0.0,0.0
107,712.1,246.5,1,0.0,0.0
108,724.1,239.8,1,0.0,0.0
109,735.2,229.0,1,0.0,0.0
110,740.6,221.7,1,0.0,0.0
111,743.8,219.2,1,0.0,0.0
112,749.7,219.9,1,0.0,0.0
113,757.0,219.0,1,0.0,0.0
114,766.3,217.1,1,0.0,0.0
