idx,x,y,z
1,7.914782416336012,26.360667079616228,-4.007021120284618
2,7.510742771254954,25.057188371021642,-3.511991307271853
3,7.118347299256289,23.791275113928833,-3.0466991542673227
4,6.73690412671286,22.560695243853502,-2.6098722032323884
5,6.3657811679767935,21.363409579259763,-2.2003488126962645
6,6.004399540656929,20.19755057848223,-1.8170658681430474
7,5.652227868686325,19.06140396076171,-1.45904813795832
8,5.308777333415574,17.953392740498828,-1.1253990153597926
9,4.973597357965296,16.872063304475184,-0.815292433170848
10,4.646271830083333,15.81607322635295,-0.5279657754743535
11,4.326415784869874,14.784180564761856,-0.262713640133235
12,4.01367248178943,13.775234433401101,-0.018882330429450367
13,3.7077108210212724,12.788166665886543,0.20413502615858997
14,3.4082230529040856,11.821984426153731,0.40690281783065646
15,3.114922741390864,10.875763638327461,0.5899468194567102
16,2.8275429483479746,9.948643129060175,0.7537576561311816
17,2.545834610445186,9.039819391191116,0.8987939115778834
18,2.269565084479406,8.148541890792192,1.0254849260521834
19,1.998516840403905,7.274108850728796,1.1342333219820127
20,1.7324862842166893,6.415863453161324,1.2254172901985234
21,1.4712826952931004,5.573190411257015,1.299392665051853
22,1.2147272648066703,4.745512867024217,1.3564948128430534
23,0.9626522236320969,3.932289577826338,1.3970403547127694
24,0.7149000496165884,3.13301235894736,1.4213287423153653
25,0.47132274538312324,2.347203753701474,1.4296437021960902
26,0.23178117892609867,1.574414906118244,1.4222545627147798
27,-0.003855519794915365,0.8142236142841457,1.3994174755701136
28,-0.2357105122402583,0.0662325450581698,1.3613765424303979
29,-0.46389975992196897,-0.6699324068332606,1.308364855834565
30,-0.6885324929329318,-1.3946236303256025,1.2406054623610034
31,-0.9097116424849602,-2.108173193434167,1.1583122550474407
32,-1.1275342410951719,-2.8108941343017295,1.0616908011619275
33,-1.3420917936449022,-3.503081658277579,0.9509391106559462
34,-1.5534706221695833,-4.185014250249617,0.8262483499614146
35,-1.7617521869146566,-4.856954710407932,0.6878035052117781
36,-1.9670133859061052,-5.519151120694046,0.5357839984631542
37,-2.169326835029841,-6.1718377483694535,0.370364260055796
38,-2.368761130388006,-6.815235892407472,0.1917142598812641
39,-2.565381094498866,-7.449554677762613,0.0
40,-2.69845879428409,-7.878878756155916,0.13902384830393352
41,-2.8304563210491827,-8.304718071233339,0.25895809391083985
42,-2.9613795973284747,-8.727091729776841,0.3600205561340592
43,-3.0912324782178824,-9.146012168772518,0.44241908086974374
44,-3.2200168006409107,-9.561485314348422,0.5063526002961037
45,-3.3477324352994122,-9.973510749373752,0.5520121632526817
46,-3.474377342427793,-10.382081893328364,0.579581936627705
47,-3.599947632340733,-10.78718619763675,0.5892401770454863
48,-3.724437631602072,-11.188805359136502,0.5811601712122835
92,2.4638174785067477,-11.157376363044651,1.9703344010092807
93,2.4537342423109547,-11.03106705465908,1.8893602055709544
94,2.443682875294083,-10.905156960758847,1.7929712106144104
95,2.4336651194638717,-10.77966790288898,1.681235297173411
96,2.4236828697611115,-10.654623618335407,1.554227788445673
97,2.4137381383727274,-10.530049313086952,1.41203173010451
98,2.4038330241473513,-10.405971278714503,1.254738030999229
99,2.393969686705123,-10.28241656805314,1.0824454961790604
100,2.3841503246392,-10.159412722139894,0.8952607770451031
101,2.3743771571762577,-10.036987540480904,0.6932982573523278
102,2.3646524087137837,-9.915168887355328,0.4766798890374907
103,2.354978295733452,-9.793984527883577,0.2455349883231898
104,2.3453570156758943,-9.673461988665377,0.0
105,2.33960400393635,-9.601395945596979,0.18125112092903575
106,2.3338576926381283,-9.529413836703366,0.34606030172924834
107,2.328117744943779,-9.45751144253511,0.49453879917625
108,2.3223838626879703,-9.385685028075379,0.6267863868142155
111,2.305216407982836,-9.17063409716016,0.9269760749843513
112,2.29950495830571,-9.099088688068512,0.995079743338376
118,1.3044834126901328,2.1842461129598454,1.199045644300786
119,1.2111264419258265,2.6711241627295212,1.1971535607789645
120,1.1187079493623735,3.153107833081763,1.1796632738573036
121,1.027210293366426,3.6302891291873567,1.146729364484804
122,0.9366172561897833,4.102752630328932,1.0985025991474004
123,0.846913974306794,4.57057585320741,1.0351305396330694
124,0.7580868695729603,5.033829610965705,0.9567581206907914
125,0.6701235810328424,5.492578368826158,0.8635281949164744
126,0.5830128972749958,5.946880596875092,0.7555820441352059
127,0.49674468929613413,6.3967891201916185,0.6330598565570712
128,0.41130984389467284,6.842351466215609,0.4961011690569042
129,0.32670019766409325,7.283610208987473,0.34484527405820775
130,0.24290847169831023,7.720603309674648,0.17943159067788145
131,0.15992820715395514,8.153364452629113,-1.7763568394002505e-15
132,0.11048050632624969,8.411245572244328,0.13100906641293905
133,0.061231572937453134,8.668090074002071,0.24453299489233501
134,0.012185585389898033,8.92387616657426,0.34069633999600574
135,-0.036652429696790535,9.178577634984764,0.419615827149019
136,-0.08527656506929858,9.432163671550459,0.48140136000394324
137,-0.13368000601612767,9.684598735985313,0.5261570678755373
138,-0.1818550113549535,9.935842456245094,0.5539823888218547
139,-0.2297929043701698,10.185849581264582,0.5649731794298697
140,-0.27748407554269605,10.434569995194142,0.5592228379479504
141,-0.32491799840155383,10.681948800069335,0.5368234236546807
142,-0.37208325913688334,10.927926470249611,0.49786675282093695
143,-0.4189675998250075,11.172439077846935,0.442445450725089
144,-0.46555797432974516,11.415418584263984,0.3706539400793656
145,-0.5118406152632615,11.656793189410372,0.2825893487745515
146,-0.5578011098941978,11.89648772758097,0.1783523236396488
