frame,x,y,visible,interpolated,score
0,788.2,232.0,1,0,0.534
1,800.4,209.4,1,0,5.932
2,808.4,189.7,1,0,4.651
3,811.2,170.6,1,0,-6.859
4,812.6,159.7,1,1,0.000
5,813.1,154.6,1,1,0.000
6,813.8,148.0,1,1,0.000
7,814.5,141.4,1,1,0.000
8,815.3,134.8,1,1,0.000
9,816.9,127.7,1,1,0.000
10,814.6,122.5,1,0,1.649
11,808.1,120.5,1,0,1.596
12,799.7,121.2,1,1,0.000
13,791.9,120.8,1,0,1.101
14,782.8,118.6,1,1,0.000
15,769.9,117.1,1,0,2.214
16,753.5,117.4,1,1,0.000
17,735.4,122.6,1,0,2.163
18,719.5,129.2,1,0,11.619
19,708.8,135.7,1,0,0.513
20,702.7,139.8,1,1,0.000
21,702.2,143.7,1,0,12.440
22,696.6,148.5,1,0,0.519
23,683.3,155.1,1,1,0.000
24,663.1,163.4,1,1,0.000
25,646.3,172.2,1,0,3.782
26,632.4,182.4,1,1,0.000
27,618.0,194.3,1,0,5.638
28,610.8,204.5,1,0,2.878
29,608.7,222.2,1,0,3.060
30,595.6,239.3,1,0,-43.088
31,572.6,255.1,1,0,-45.054
32,556.2,265.6,1,1,0.000
33,548.9,283.2,1,0,12.536
34,537.5,303.4,1,1,0.000
35,524.8,326.0,1,1,0.000
36,512.9,347.7,1,1,0.000
37,499.0,370.5,1,0,0.502
38,482.1,396.7,1,1,0.000
39,464.8,416.2,1,0,7.803
40,450.1,424.5,1,1,0.000
41,436.9,425.0,1,1,0.000
42,423.3,427.5,1,1,0.000
43,409.7,430.0,1,1,0.000
44,397.1,431.3,1,1,0.000
45,379.6,438.9,1,0,0.504
46,360.3,446.9,1,0,1.023
47,343.7,449.1,1,1,0.000
48,328.5,447.3,1,0,1.631
49,,,0,0,
50,,,0,0,
51,,,0,0,
52,,,0,0,
53,,,0,0,
54,527.1,271.7,1,0,-33.291
55,546.8,252.1,1,0,-37.048
56,568.1,236.6,1,0,-7.596
57,590.9,228.5,1,1,0.000
58,608.9,211.7,1,0,1.123
59,624.9,190.2,1,0,1.086
60,,,0,0,
61,,,0,0,
62,,,0,0,
63,157.5,27.5,1,0,0.503
64,156.6,21.3,1,1,0.000
65,155.8,15.0,1,0,3.782
66,,,0,0,
67,745.5,172.0,1,0,3.450
68,752.9,171.9,1,1,0.000
69,760.3,171.8,1,1,0.000
70,767.8,171.7,1,1,0.000
71,775.2,171.6,1,1,0.000
72,782.6,171.5,1,1,0.000
73,792.4,171.3,1,1,0.000
74,790.7,172.3,1,0,6.129
75,784.1,169.1,1,0,1.115
76,778.3,160.1,1,1,0.000
77,793.9,144.4,1,0,1.040
78,808.9,134.2,1,0,3.747
79,820.8,127.4,1,0,0.515
80,824.7,121.5,1,1,0.000
81,831.7,114.5,1,0,7.608
82,834.6,110.6,1,0,3.767
83,830.3,114.6,1,0,6.843
84,819.8,125.0,1,1,0.000
85,807.5,140.0,1,0,1.548
86,778.8,57.5,1,0,1.043
87,786.0,94.2,1,1,0.000
88,793.3,131.0,1,1,0.000
89,800.5,167.7,1,1,0.000
90,808.0,205.3,1,1,0.000
91,814.6,239.4,1,0,3.300
92,820.3,268.7,1,1,0.000
93,824.5,291.0,1,0,8.062
94,823.5,316.6,1,0,5.997
95,814.3,349.0,1,1,0.000
96,812.5,383.0,1,0,6.727
97,816.7,400.7,1,0,5.972
98,821.1,406.8,1,0,4.899
99,818.1,412.1,1,1,0.000
100,817.7,421.7,1,1,0.000
101,817.2,429.9,1,1,0.000
102,816.7,442.1,1,0,8.685
103,814.5,451.9,1,0,7.842
104,812.8,467.6,1,0,2.211
105,810.9,487.0,1,0,-35.951
106,809.6,511.8,1,0,-31.961
107,804.0,499.6,1,1,0.000
108,798.4,487.4,1,0,11.706
109,,,0,0,
110,,,0,0,
111,773.2,355.5,1,0,-0.784
112,754.1,323.5,1,0,4.737
113,742.2,297.5,1,0,-23.065
114,737.7,279.9,1,0,-53.482
115,733.9,261.4,1,0,-57.556
116,720.3,239.9,1,0,-38.229
117,703.8,225.1,1,1,0.000
118,697.5,216.2,1,0,2.955
119,692.6,207.6,1,1,0.000
120,690.0,200.0,1,1,0.000
121,685.6,193.0,1,0,1.046
122,678.4,186.8,1,1,0.000
123,672.8,183.6,1,0,1.034
124,671.7,181.6,1,0,0.534
125,674.6,179.4,1,1,0.000
126,670.0,179.9,1,0,2.241
127,659.3,181.9,1,0,0.543
128,654.7,188.4,1,0,5.404
129,660.1,193.9,1,0,-19.082
130,660.0,197.7,1,0,-44.513
131,647.0,196.0,1,1,0.000
132,634.4,190.9,1,0,1.662
133,629.1,183.6,1,0,1.509
134,628.8,176.3,1,0,3.229
135,628.5,171.8,1,1,0.000
136,628.4,167.7,1,1,0.000
137,628.2,163.4,1,1,0.000
138,628.0,159.1,1,1,0.000
139,627.9,154.8,1,1,0.000
140,627.7,150.5,1,1,0.000
141,627.5,146.3,1,0,1.021
142,659.7,135.5,1,0,5.018
143,664.7,147.0,1,1,0.000
144,675.5,157.3,1,0,4.418
145,695.2,164.6,1,0,0.567
146,710.5,177.5,1,1,0.000
147,723.4,190.2,1,0,6.088
148,745.1,198.4,1,0,10.544
149,767.8,209.4,1,1,0.000
150,783.5,226.9,1,0,5.325
151,801.6,245.7,1,0,4.743
152,821.2,269.3,1,1,0.000
153,841.2,294.5,1,0,2.284
154,859.7,321.7,1,0,3.319
155,875.6,356.0,1,1,0.000
156,896.3,384.5,1,0,8.497
157,919.9,411.0,1,0,3.826
158,,,0,0,
