idx,x,y,z
5,3.6742044573560335,-12.80256815869017,0.9858843799390918
6,3.330445796098352,-11.541811324290066,1.0859791248487722
11,1.737616431037939,-5.700007947799261,1.3247498245304583
12,1.441458810519776,-4.6138309689796415,1.3233207720232292
13,1.1519756577985065,-3.5521330268776152,1.3064041302628828
14,0.8688741233547949,-2.5138400771866247,1.274336797792273
15,0.5918815031281957,-1.4979519603566018,1.2274341945889307
16,0.32074351682522717,-0.5035360871789225,1.1659922760883934
17,0.055222766756633325,0.4702782135263211,1.090289343441805
18,-0.204902645298433,1.424304767649219,1.0005876751084477
19,-0.45984036251519156,2.3593051197900357,0.8971350012688957
20,-0.7097848953636923,3.275992649514484,0.7801658395009714
21,-0.9549186362311001,4.175036292545722,0.6499027075889966
22,-1.195412778768299,5.057063912526718,0.5065572271565733
23,-1.4314281527684223,5.922665362990539,0.35033112995886684
24,-1.6631159839892586,6.772395274057557,0.18141717708888686
26,-2.063147215683378,8.23953535275886,0.13044012460902168
27,-2.233493491448265,8.864291193381003,0.24057809719733328
28,-2.4017023209613035,9.481207813428098,0.3307481930118398
29,-2.5678149036451994,10.090436314412926,0.40126899477972355
30,-2.731868933573858,10.692114941757799,0.4524447781345454
31,-2.893898789538364,11.286369781873624,0.4845668123746053
32,-3.053935715032382,11.873315422267872,0.49791458315550946
33,-3.212007989586796,12.45305557992533,0.49275694267012826
34,-3.3681410927113524,13.025683702574502,0.4693531919423354
35,-3.522357861537748,13.591283546853727,0.4279540990490871
36,-3.674678643102973,14.14992973682003,0.36880285638317595
37,-3.825121442063077,14.701688305698825,0.2921359794720379
38,-3.9737020644861842,15.246617223253963,0.1981841493722203
39,-4.120434258239624,15.78476691066648,0.08717300026039385
40,-4.788120482484702,24.966732633714624,-0.7604180421498657
41,-4.557121764879102,22.754210710095855,-0.5801688095037432
42,-4.336217875369545,20.638377758213228,-0.4231522661002686
43,-4.1245585337458985,18.6110897345602,-0.28807663501982644
44,-3.92139683294168,16.665192710852565,-0.17380710698263532
45,-3.7260731898709305,14.794369154018021,-0.07934139336761825
46,-3.5380022971969716,12.993012949321905,-0.0037898413521506675
47,-3.356662426862778,11.25612694883066,0.0536408760582388
48,-3.1815865943550756,9.579238342113491,0.09366124183085965
49,-3.0123552082645455,7.9583282532142725,0.11691011946040442
50,-2.848589915205447,6.389772786859897,0.12396416116114153
51,-2.689948414104379,4.870293359354168,0.11534574332163655
52,-2.5361200621863644,3.396914612404332,0.0915296993537443
53,-2.386822131846863,1.9669285611785032,0.052949063999381756
55,-2.107170735373321,-0.7115921340087212,0.03569135797465832
56,-1.9760236260691213,-1.967728347934245,0.053122368445154604
57,-1.8481818607288487,-3.1922057454771835,0.05281820957230081
58,-1.7234854537461892,-4.386556679999065,0.035265229181887715
59,-1.6017865459731824,-5.552197356792542,0.0009149102709939881
60,-1.4829482546655084,-6.6904388483861315,-0.049812626142357486
61,-1.366843656887607,-7.802496831561271,-0.1165255162221883
62,-1.2533548880935843,-8.88950022120767,-0.19885739231991817
63,-1.1423723404479815,-9.952498848863215,-0.29646492004549485
