frame,x,y,visible,interpolated,score
0,,,0,0,
1,,,0,0,
2,,,0,0,
3,,,0,0,
4,923.7,462.6,1,0,4.584
5,938.1,458.7,1,1,0.000
6,952.5,454.9,1,0,1.606
7,,,0,0,
8,,,0,0,
9,,,0,0,
10,,,0,0,
11,742.8,283.3,1,0,-61.006
12,726.0,272.9,1,0,-33.659
13,707.2,262.0,1,1,0.000
14,684.9,250.0,1,0,10.254
15,663.8,237.5,1,1,0.000
16,645.9,230.4,1,0,0.541
17,636.2,226.1,1,0,7.968
18,628.0,224.5,1,0,1.085
19,612.3,222.5,1,1,0.000
20,599.5,222.7,1,0,7.447
21,586.3,222.2,1,0,3.455
22,574.3,221.3,1,0,1.633
23,570.9,217.8,1,0,-57.703
24,558.8,226.5,1,0,-49.847
25,556.7,207.3,1,1,0.000
26,550.5,193.0,1,1,0.000
27,540.4,182.7,1,0,7.414
28,528.4,178.5,1,0,3.357
29,518.3,175.2,1,0,13.335
30,513.9,165.9,1,1,0.000
31,508.1,156.0,1,1,0.000
32,502.2,145.5,1,1,0.000
33,497.0,138.3,1,0,1.553
34,492.9,135.5,1,1,0.000
35,489.4,135.9,1,1,0.000
36,485.6,135.2,1,1,0.000
37,482.2,135.7,1,0,3.342
38,479.1,138.3,1,1,0.000
39,477.2,141.1,1,0,2.172
40,478.1,144.2,1,0,0.507
41,478.4,142.0,1,0,5.431
42,487.5,137.7,1,0,-14.809
43,495.0,137.8,1,0,-38.526
44,494.9,149.1,1,1,0.000
45,485.1,158.7,1,0,2.794
46,481.7,161.2,1,0,1.139
47,481.7,169.5,1,0,1.570
48,492.6,182.0,1,0,-13.517
49,504.3,195.4,1,0,-43.323
50,506.4,205.2,1,1,0.000
51,506.0,221.8,1,0,10.052
52,513.2,241.0,1,0,3.084
53,520.5,263.0,1,1,0.000
54,521.5,285.1,1,0,10.958
55,523.7,310.0,1,0,8.223
56,525.2,338.9,1,1,0.000
57,527.8,367.6,1,0,5.594
58,531.6,396.4,1,0,4.286
59,535.3,430.4,1,1,0.000
60,537.4,457.5,1,0,0.519
61,539.4,469.7,1,1,0.000
62,541.2,471.8,1,1,0.000
63,543.0,476.5,1,1,0.000
64,544.9,481.1,1,1,0.000
65,546.7,485.8,1,0,1.640
66,,,0,0,
67,594.1,407.8,1,0,6.566
68,615.3,374.5,1,0,-57.826
69,629.6,341.8,1,0,-118.119
70,633.1,301.5,1,0,-146.296
71,639.0,280.1,1,0,-62.873
72,644.4,263.0,1,0,-33.688
73,661.7,254.0,1,1,0.000
74,680.6,247.7,1,0,0.504
75,692.1,235.4,1,0,2.054
76,698.9,220.3,1,1,0.000
77,706.8,211.4,1,0,4.766
78,714.8,206.7,1,0,1.637
79,,,0,0,
80,,,0,0,
81,,,0,0,
82,,,0,0,
83,,,0,0,
84,,,0,0,
