idx,x,y,z
32,-0.7983584546484233,-5.7909095859470785,1.458498029770212
33,-0.7716593622546639,-6.153788415819155,1.4366360503491975
34,-0.7451584172847803,-6.513974138964693,1.3992985595706027
35,-0.7188535634121705,-6.8714947038015675,1.3465994464701483
36,-0.6927431314910584,-7.226372796406782,1.2786519112839503
37,-0.6668258191984692,-7.5786261172111375,1.1955690825389478
38,-0.6411006695551305,-7.928267672930873,1.0974645926647355
39,-0.6155670484853358,-8.275306081561194,0.9844531085334712
40,-0.5902246216121975,-8.619745887761976,0.8566508140382423
41,-0.5650733305094809,-8.96158788562926,0.7141758426272878
42,-0.540113368644099,-9.300829445671154,0.5571486585668892
43,-0.515345157244992,-9.637464842784242,0.38569238655780874
44,-0.4907693213259616,-9.971485582137559,0.19993309013460764
46,-0.45183542577999897,-10.500652875531463,0.1466993731847813
47,-0.4373249693039338,-10.69787072059101,0.2764114140173839
48,-0.4228560111449511,-10.894524544202845,0.3892458413237814
49,-0.4084295216876193,-11.090601157453595,0.4853032478310435
50,-0.39404674961426656,-11.286083588965523,0.5646759964476229
51,-0.379709244317207,-11.48095078028235,0.6274492026018699
52,-0.3654188770090386,-11.67517729895012,0.6737018107417829
53,-0.35117785893418424,-11.868733090996324,0.7035077654115074
54,-0.33698875492774344,-12.061583296645729,0.7169372670545762
