Frame,X,Y,Visibility,L,Theta
0,0.0,0.0,0,0.0,0.0
1,0.0,0.0,0,0.0,0.0
2,0.0,0.0,0,0.0,0.0
3,468.5,453.1,1,0.0,0.0
4,458.3,448.8,1,0.0,0.0
5,450.0,437.5,1,0.0,0.0
6,493.6,489.9,1,0.0,0.0
7,506.8,468.0,1,0.0,0.0
8,0.0,0.0,0,0.0,0.0
9,558.1,392.4,1,0.0,0.0
10,561.3,357.3,1,0.0,0.0
11,561.1,327.9,1,0.0,0.0
12,557.4,305.3,1,0.0,0.0
13,550.0,282.4,1,0.0,0.0
14,546.7,265.6,1,0.0,0.0
15,553.4,255.3,1,0.0,0.0
16,560.9,248.9,1,0.0,0.0
17,563.4,240.0,1,0.0,0.0
18,563.4,233.1,1,0.0,0.0
19,564.5,230.5,1,0.0,0.0
20,565.5,227.0,1,0.0,0.0
21,566.6,223.6,1,0.0,0.0
22,567.3,219.7,1,0.0,0.0
23,567.6,215.1,1,0.0,0.0
24,567.5,210.0,1,0.0,0.0
25,568.8,204.4,1,0.0,0.0
26,563.5,202.4,1,0.0,0.0
27,556.3,199.2,1,0.0,0.0
28,551.7,191.3,1,0.0,0.0
29,554.3,180.3,1,0.0,0.0
30,555.8,173.4,1,0.0,0.0
31,557.6,168.7,1,0.0,0.0
32,559.3,163.5,1,0.0,0.0
33,561.1,158.2,1,0.0,0.0
34,562.8,153.0,1,0.0,0.0
35,563.4,147.5,1,0.0,0.0
36,568.6,143.0,1,0.0,0.0
37,580.1,139.9,1,0.0,0.0
38,596.4,136.9,1,0.0,0.0
39,610.9,137.3,1,0.0,0.0
40,624.4,142.7,1,0.0,0.0
41,637.2,151.8,1,0.0,0.0
42,649.7,159.7,1,0.0,0.0
43,661.5,167.7,1,0.0,0.0
44,672.4,175.3,1,0.0,0.0
45,685.3,186.0,1,0.0,0.0
46,699.4,201.0,1,0.0,0.0
47,714.9,219.9,1,0.0,0.0
48,723.0,236.5,1,0.0,0.0
49,732.3,248.9,1,0.0,0.0
50,742.7,264.4,1,0.0,0.0
51,758.3,288.9,1,0.0,0.0
52,772.0,319.9,1,0.0,0.0
53,787.4,351.0,1,0.0,0.0
54,808.0,381.8,1,0.0,0.0
55,830.1,404.9,1,0.0,0.0
56,849.9,418.2,1,0.0,0.0
57,863.6,425.9,1,0.0,0.0
58,878.5,435.0,1,0.0,0.0
59,893.4,444.2,1,0.0,0.0
60,908.3,453.4,1,0.0,0.0
61,923.3,462.6,1,0.0,0.0
62,937.9,458.2,1,0.0,0.0
63,952.5,453.7,1,0.0,0.0
64,0.0,0.0,0,0.0,0.0
65,0.0,0.0,0,0.0,0.0
66,0.0,0.0,0,0.0,0.0
67,0.0,0.0,0,0.0,0.0
68,742.7,283.6,1,0.0,0.0
69,725.4,271.6,1,0.0,0.0
70,706.8,260.8,1,0.0,0.0
71,685.1,250.5,1,0.0,0.0
72,667.1,242.7,1,0.0,0.0
73,649.8,236.4,1,0.0,0.0
